,0
0,-0.0020029396
1,0.00019158795
2,0.028044662
3,0.027321082
4,-0.00022261962
5,0.00041384622
6,0.03788416
7,0.02906703
8,0.021016978
9,0.036018446
10,0.051867176
11,0.043771133
12,0.03251749
13,0.0005045794
14,-0.003140729
15,0.054613326
16,0.08885041
17,0.16423091
18,0.13999003
19,0.032019585
20,-0.00024653226
21,0.0013142265
22,0.056873977
23,0.0001372248
24,0.022594273
25,0.00020984188
26,0.19005795
27,0.09242585
28,0.0037140101
29,-0.0007657632
30,0.0012157783
31,0.0023603477
32,0.15717427
33,-0.0018394068
34,0.0628552
35,-0.0013673529
36,0.12897572
37,0.035767727
38,0.0017305799
39,-0.0011153147
40,0.042553782
41,-7.452816e-05
42,-0.0017513297
43,-0.00037658587
44,0.0066893883
45,0.024335012
46,-0.00048207864
47,0.023914497
48,0.03331434
49,-0.0018542744
50,0.03309708
51,0.055642813
52,0.00031524152
53,0.027295494
54,0.000601314
55,0.05206763
56,-0.0008288063
57,0.071460575
58,-0.0024510063
59,0.041675333
60,0.0027229898
61,0.0020069815
62,0.0022218712
63,0.08989921
64,0.0023386814
65,0.0670252
66,0.07098627
67,0.039946593
68,0.01737551
69,-0.00056149065
70,0.06541322
71,0.0014555342
72,-0.00029755756
73,-0.0011375137
74,0.0038081445
75,0.0006349981
76,0.0078300275
77,0.0009772256
78,0.019515485
79,0.0018107779
80,0.00066412985
81,0.020993918
82,0.019709418
83,0.00030742586
84,0.04679102
85,0.046176955
86,0.0007699579
87,0.09928395
88,0.00047538057
89,0.0042798854
90,0.0013391785
91,0.00056542456
92,0.061848413
93,-0.0033386312
94,3.6768615e-05
95,-0.002099812
96,0.06905092
97,0.048130557
98,-0.002577033
99,0.079257645
100,0.04410862
101,0.0011182465
102,0.11566213
103,-0.00055733323
104,0.081478015
105,-0.0003794767
106,-7.150695e-05
107,-0.0020968616
108,-0.0025351346
109,0.091377676
110,0.06548624
111,0.024324572
112,0.045593146
113,0.0010491647
114,0.10539965
115,0.037989594
116,-0.002885785
117,0.057617202
118,0.04211471
119,-0.0030693486
120,0.034727916
121,0.0028629638
122,0.099427
123,0.035539676
124,-0.0014993921
125,0.20552249
126,0.036982335
127,-0.00086194277
128,-0.0013266392
129,0.0022750683
130,0.09508522
131,-0.0004679449
132,0.030403374
133,0.030060014
134,0.06493969
135,0.0012079999
136,0.029343713
137,0.03164824
138,0.057743724
139,0.028607097
140,0.036706083
141,0.034184683
142,0.027109064
143,0.00027242675
144,-0.0010570772
145,0.0015546866
146,0.00076143816
147,0.0020159185
148,0.12137498
149,0.00046459958
150,0.00021338835
151,0.000253696
152,0.0010165833
153,0.031749368
154,0.16917865
155,0.030485153
156,0.003028784
157,-0.004265543
158,0.030191425
159,-0.00020857155
160,0.09135491
161,0.1732094
162,0.0003819205
163,-0.0009166859
164,0.0016080663
165,0.041625928
166,0.047517594
167,0.13212037
168,-0.0006494634
169,0.000735756
170,0.0011514686
171,-0.00046056882
172,0.021530572
173,-0.003005229
174,0.07707867
175,0.0006826632
176,-0.001606442
177,-0.0007932484
178,0.12356101
179,0.0032135136
180,0.0008074418
181,0.035633296
182,0.11371504
183,-0.001244761
184,0.0004981607
185,-0.0006154105
186,-0.0019171201
187,0.03851393
188,0.034129415
189,0.0753336
190,-4.6964735e-05
191,0.055500213
192,-0.0006997064
193,0.05829502
194,0.052972436
195,-0.0015508793
196,0.00029970333
197,-0.001499597
198,0.15518129
199,0.07122788
200,0.101311274
201,0.0018419959
202,0.07064654
203,0.062319163
204,0.049808208
205,-0.0020453446
206,0.069423944
207,0.057395678
208,0.03983771
209,0.060455874
210,0.10189971
211,0.0003029853
212,0.00084461644
213,0.019588172
214,0.09502432
215,-0.0019272566
216,-0.00082810596
217,0.00056636333
218,-0.00010147318
219,0.027675752
220,0.0008755736
221,0.033108577
222,0.08061093
223,0.028816164
224,-0.0013815574
225,0.0019716546
226,0.039835397
227,0.027513716
228,0.022815177
229,-0.003220331
230,0.034444287
231,-0.0009323284
232,-0.0005312748
233,0.03631111
234,0.0006807782
235,0.0562156
236,-0.002635762
237,-0.0012616329
238,0.005210977
239,0.039848685
240,0.11743374
241,0.027371494
242,0.031152185
243,0.05402503
244,-0.0015359037
245,-0.0015282035
246,-0.0003872849
247,-0.0007513575
248,0.029364485
249,-0.0019960739
250,0.031880803
251,-0.002703227
252,0.36118975
253,0.037193637
254,0.06824928
255,-0.0045570657
256,-0.0010531396
257,0.055413693
258,0.054832526
259,0.0062433705
260,-0.0025235824
261,0.002488181
262,0.029737167
263,-6.311387e-05
264,0.068836614
265,0.031729452
266,0.027191203
267,0.00011778623
268,0.0015967377
269,0.025865018
270,0.1475927
271,-0.0011138879
272,-0.0031477623
273,0.0023075007
274,0.0751966
275,0.00042772666
276,0.0027705543
277,0.0020164214
278,0.08782761
279,0.0021225885
280,0.023414947
281,0.0011328831
282,0.109663814
283,0.0030673333
284,0.0010478124
285,-0.00013709068
286,0.0060818754
287,0.0023991093
288,0.018849194
289,-6.57551e-05
290,0.0021383874
291,0.06612633
292,0.030795354
293,0.0007491149
294,0.027179442
295,0.09039433
296,0.00026152655
297,0.0003283657
298,0.0008653775
299,-0.00023215264
300,0.055892266
301,0.027182216
302,0.12256843
303,-0.0028426535
304,-0.0035542212
305,0.02023183
306,0.0006144233
307,0.0005180277
308,-0.0023712106
309,0.06325074
310,-0.0015279837
311,-0.0013441369
312,0.08891017
313,-0.0013953857
314,0.0008594692
315,-0.00043756142
316,-0.0022631586
317,0.07061106
318,0.00018217042
319,0.030909333
320,0.00028975308
321,-0.0046917647
322,-0.00022153929
323,-0.0011357255
324,0.0007293932
325,0.0012718625
326,-0.0020397715
327,0.0037548207
328,0.023359383
329,0.053063814
330,0.048367612
331,0.002465289
332,-0.0051236935
333,0.024621243
334,-0.0015811138
335,0.002811905
336,0.05183605
337,0.00040609762
338,0.002043333
339,0.036981434
340,0.026489286
341,0.40854403
342,0.021188011
343,0.04975635
344,0.06821369
345,0.00061504915
346,0.0027487092
347,-0.00017914549
348,0.008082252
349,0.002846431
350,-0.00012431294
351,0.003236983
352,0.049689032
353,0.16218735
354,-0.0017970465
355,-0.0011851899
356,0.20822851
357,-0.00026407838
358,0.0018190332
359,-0.0008154996
360,0.09227354
361,0.050828148
362,0.06422955
363,0.0001078397
364,0.09478101
365,-0.00060101226
366,0.0010567904
367,-0.00074243173
368,0.0015879162
369,0.0006904565
370,0.06081462
371,0.033489894
372,0.11254665
373,0.00053405017
374,0.03445557
375,0.023423744
376,0.028576262
377,0.025615951
378,0.0058720186
379,0.0680019
380,0.031775773
381,0.0071041584
382,0.0015601926
383,0.041816153
384,-0.0014304109
385,0.00052799284
386,-0.0005811192
387,-0.0006994717
388,0.03854909
389,9.279698e-05
390,-0.0018499531
391,0.00356552
392,0.101026356
393,0.025815811
394,0.06437297
395,0.024086647
396,0.0013368316
397,-0.003946487
398,-0.0010615326
399,-0.0016952604
400,0.06721657
401,0.085362956
402,0.0030498765
403,0.0024678372
404,0.0021855757
405,-0.003823109
406,0.0015818812
407,-0.00048010796
408,-0.0002681464
409,0.0638017
410,0.0010378249
411,0.049867377
412,-0.00033897534
413,0.10358037
414,0.00015206262
415,-0.0020511039
416,0.10144202
417,0.12573546
418,0.0011518523
419,0.0036723018
420,-0.0028990023
421,0.0287773
422,-0.0017057471
423,0.0009823889
424,0.040796816
425,0.035445616
426,0.00021839514
427,-0.0013100244
428,-0.0027241781
429,-0.00035471097
430,0.0402465
431,0.048973795
432,0.033144742
433,-0.0026184209
434,0.035040416
435,0.03716047
436,0.028425083
437,0.00011706352
438,0.025189288
439,-0.0017070882
440,0.010062724
441,0.02485235
442,0.033795994
443,0.0064125843
444,0.001897227
