,0
0,0.00031982228
1,0.00013370159
2,0.026321314
3,0.022987783
4,0.00017856037
5,0.00013827438
6,0.032178495
7,0.02967478
8,0.02002316
9,0.03359309
10,0.045100547
11,0.045240294
12,0.034399956
13,0.00019213425
14,0.00012347261
15,0.052505717
16,0.08059354
17,0.14622286
18,0.13963334
19,0.03097877
20,0.00019738253
21,0.00011082866
22,0.050186656
23,0.00013804752
24,0.020986103
25,0.00012324676
26,0.19870082
27,0.07924767
28,0.00021333396
29,0.00014733199
30,7.282996e-05
31,0.0011893213
32,0.15085304
33,0.00017571458
34,0.067873895
35,0.00015774327
36,0.12741524
37,0.027509943
38,0.0001309219
39,0.000788459
40,0.040035475
41,0.00020853958
42,0.00011072937
43,0.0001546051
44,0.0014108093
45,0.02638224
46,0.0001972687
47,0.027170107
48,0.03305042
49,0.00012521126
50,0.030238215
51,0.047196176
52,0.00018982147
53,0.028328272
54,0.00023814494
55,0.039702352
56,0.00033860997
57,0.06958518
58,0.00039538462
59,0.036164418
60,0.0001406958
61,0.00042581192
62,0.00016905076
63,0.09069905
64,0.0017663662
65,0.055908803
66,0.06838195
67,0.036360633
68,0.020036574
69,0.00040333153
70,0.060223345
71,0.00014593241
72,0.00018281284
73,0.00020732703
74,0.0021236711
75,0.00013392948
76,0.00085518934
77,0.00017179172
78,0.018641278
79,0.00018334895
80,0.00014783269
81,0.021988207
82,0.021209097
83,0.0003015346
84,0.040358786
85,0.04180808
86,0.00024596372
87,0.09293281
88,0.00062559976
89,0.00011576945
90,0.00039987388
91,0.00014383337
92,0.060193338
93,0.0006678642
94,0.00040440957
95,0.00045678156
96,0.062600076
97,0.04753606
98,0.00024596843
99,0.07762464
100,0.033065934
101,0.0016463817
102,0.111226246
103,9.280522e-05
104,0.07073653
105,0.0001093945
106,0.00023955414
107,0.00020427168
108,0.00017272812
109,0.10879033
110,0.069672816
111,0.022042084
112,0.04853856
113,0.00011082348
114,0.10279933
115,0.03538623
116,0.0003905553
117,0.05746329
118,0.04389268
119,0.00030551228
120,0.035399493
121,0.000105071165
122,0.10651068
123,0.033600997
124,7.510118e-05
125,0.1999178
126,0.038974762
127,0.00013096971
128,0.0002037121
129,0.00015522553
130,0.0916865
131,0.00014428255
132,0.02768054
133,0.028813643
134,0.062888905
135,0.000121340396
136,0.027784813
137,0.028310902
138,0.057746112
139,0.027251268
140,0.03541339
141,0.03322393
142,0.024433685
143,0.00016740961
144,0.00041632078
145,0.0003867779
146,0.00021096852
147,0.00011607011
148,0.12681614
149,0.00016530597
150,0.00023505761
151,9.557117e-05
152,0.00017169295
153,0.02947584
154,0.15161508
155,0.028920365
156,0.00065771485
157,7.28476e-05
158,0.033970423
159,0.00027412517
160,0.09456687
161,0.15222034
162,0.0007356735
163,0.00031872347
164,0.00014564881
165,0.037252825
166,0.0415317
167,0.12916252
168,0.0003483979
169,0.0001518328
170,0.00040629468
171,0.00022937085
172,0.024291158
173,8.5600885e-05
174,0.07503972
175,0.00012953
176,9.994319e-05
177,0.00013848154
178,0.11900605
179,0.00015914698
180,0.001853961
181,0.030665902
182,0.11918191
183,0.00016251142
184,0.00010793648
185,0.00015847293
186,0.00028668702
187,0.038705103
188,0.036155287
189,0.075662345
190,0.00018588727
191,0.05336168
192,0.00031573963
193,0.05633048
194,0.05330386
195,0.000117442294
196,0.00022664886
197,0.00016778805
198,0.15118174
199,0.061900333
200,0.10314836
201,0.00017541711
202,0.06267783
203,0.057546623
204,0.049242944
205,0.0009045419
206,0.06259994
207,0.04437328
208,0.040348887
209,0.052348826
210,0.10450907
211,0.0001265612
212,0.00012775991
213,0.027302025
214,0.087993234
215,0.00031610165
216,6.425971e-05
217,0.00018425078
218,0.00012989611
219,0.024621012
220,0.00013609043
221,0.028393453
222,0.083136246
223,0.023986366
224,7.3242474e-05
225,0.00012111729
226,0.03543555
227,0.025446026
228,0.023758667
229,8.2930266e-05
230,0.03259265
231,0.00013813154
232,0.0004166273
233,0.033706937
234,0.00022582442
235,0.055137604
236,0.00022279246
237,5.824676e-05
238,0.0017575149
239,0.038616855
240,0.11453823
241,0.02618213
242,0.030796232
243,0.046234347
244,0.00015820285
245,0.00023224752
246,0.00015213079
247,0.00018203654
248,0.031778313
249,0.00020046195
250,0.028450891
251,0.016973546
252,0.3215819
253,0.03550253
254,0.060558397
255,0.00024360746
256,0.00012594371
257,0.057315625
258,0.05233492
259,0.00052271114
260,0.00037280368
261,0.00017474934
262,0.030373435
263,8.899789e-05
264,0.06122667
265,0.026417172
266,0.028769238
267,0.0001408949
268,0.00021805463
269,0.024419658
270,0.14981219
271,0.0001947656
272,0.000234689
273,0.00014057539
274,0.07743336
275,0.00014974613
276,0.00021070376
277,0.00015825398
278,0.08028792
279,0.00016118809
280,0.023752797
281,0.00029029723
282,0.10651307
283,0.0003148739
284,0.00011984232
285,0.00018430773
286,0.00033970832
287,0.00021045117
288,0.023245374
289,0.00016502343
290,9.371588e-05
291,0.06241192
292,0.037301354
293,0.00017644341
294,0.03108615
295,0.09184374
296,0.00015541539
297,0.00020931491
298,0.00011336576
299,8.5683045e-05
300,0.051955447
301,0.022828396
302,0.10949926
303,0.00018538779
304,0.00010639557
305,0.022245236
306,0.00014308702
307,0.00015631589
308,0.000114241506
309,0.05659164
310,0.0001707495
311,0.0002743191
312,0.07879051
313,0.0001411298
314,0.0001571149
315,0.00013038232
316,0.0002449226
317,0.06053991
318,0.0003102172
319,0.030521749
320,0.00047932763
321,0.0004870326
322,8.813283e-05
323,0.00018412592
324,0.0001536947
325,0.000112978654
326,0.0002807672
327,0.000112438065
328,0.023333868
329,0.05188454
330,0.04194971
331,0.00011569991
332,0.00022644861
333,0.028219922
334,6.485644e-05
335,0.00035372213
336,0.048795015
337,0.00012469236
338,0.00019857821
339,0.03599261
340,0.025266787
341,0.38174766
342,0.020765115
343,0.04714326
344,0.09295298
345,0.00015389647
346,0.00033865677
347,0.00012326674
348,0.0015169791
349,0.00019232044
350,0.00023374215
351,0.00014897478
352,0.051119357
353,0.15436903
354,0.00017994049
355,0.00018014136
356,0.20018987
357,0.0002900123
358,0.000197261
359,9.882584e-05
360,0.08263444
361,0.052760992
362,0.059074707
363,0.00018276545
364,0.09030048
365,7.808527e-05
366,0.00016658861
367,0.00016256087
368,0.0001844707
369,0.00021227298
370,0.057572175
371,0.039332025
372,0.10397932
373,0.00013379876
374,0.028699666
375,0.026629662
376,0.023222389
377,0.026788808
378,0.011070636
379,0.05844235
380,0.030358033
381,0.0025737372
382,0.00014106603
383,0.039203495
384,0.00019310064
385,0.0001656967
386,0.0003118083
387,0.00022016761
388,0.03723237
389,0.0001411632
390,6.842489e-05
391,0.00021709787
392,0.098341085
393,0.024234563
394,0.07085973
395,0.025878571
396,9.9842204e-05
397,8.1421684e-05
398,0.0001653126
399,0.00027792863
400,0.063211106
401,0.08567447
402,0.00012825547
403,0.000887393
404,0.00015192159
405,0.00021019168
406,0.00018886948
407,0.00019171955
408,0.000178331
409,0.060314737
410,0.00018419037
411,0.044882875
412,0.00010858873
413,0.095384605
414,0.00017411697
415,0.00014069876
416,0.08853543
417,0.11856424
418,0.00022001777
419,0.000117280346
420,0.0005247629
421,0.02292636
422,0.0004754075
423,0.00014949775
424,0.038012743
425,0.03499055
426,0.00030146676
427,0.00014952342
428,0.0001166563
429,0.00031153997
430,0.041428894
431,0.044045843
432,0.031679947
433,0.0002020797
434,0.03656694
435,0.03637475
436,0.021685261
437,0.00014479898
438,0.027981155
439,0.000101201025
440,0.013596672
441,0.027678777
442,0.03283056
443,0.0005622595
444,0.0003778605
445,0.00015785552
446,0.058458395
447,0.00027500285
448,0.17022012
449,0.00040842834
450,0.026725277
451,0.00011615978
452,0.0003114444
453,0.00011150933
454,0.00023403674
455,0.03370182
456,0.040073734
457,0.029688137
458,0.02688454
459,0.00011483468
460,0.05328697
461,0.029808247
462,0.031246686
463,0.00016670459
464,0.00016161315
465,0.04530722
466,0.027114762
467,0.0002899664
468,0.0005598881
469,0.041776314
470,9.943783e-05
471,0.0003500109
472,0.00014861696
473,0.09821507
474,0.035366308
475,0.19596255
476,0.08219877
477,0.00012533012
478,0.09476125
479,0.044152226
480,0.17914243
481,0.00036710507
482,0.00057632686
483,9.5304524e-05
484,0.00017887271
485,0.00010714288
486,7.1663926e-05
487,0.11789131
488,0.00353358
489,0.07242303
490,8.786229e-05
491,0.00014353606
492,0.0001308107
493,0.00011536874
494,0.00013128956
495,0.00016503886
496,0.00013502559
497,0.00023588876
498,0.00010136155
499,0.00021370917
500,0.00011950225
501,0.0001607514
502,0.016522873
